PassengerId,Survived,Pclass,Sex,Age,SibSp,Parch,Fare,Embarked,Title,LastName,IsWomanOrBoy,WomanOrBoyCount,FamilySurvivedCount,WomanOrBoySurvived,Alone,Single,SmallF,MedF,LargeF,Deck
24,1.0,0.3333333333333333,1.0,0.35,0.0,0.0,0.06929138530460492,1.0,0.7142857142857143,0.851258581235698,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0
25,0.0,1.0,0.0,0.1,0.375,0.1111111111111111,0.04113566043083236,1.0,0.6428571428571429,0.6956521739130435,1.0,0.625,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
26,1.0,1.0,0.0,0.475,0.125,0.5555555555555556,0.061264319894317944,1.0,0.7857142857142857,0.03775743707093822,1.0,0.75,0.75,0.5,0.0,0.0,0.0,0.0,1.0,1.0
27,0.0,1.0,1.0,0.325,0.0,0.0,0.014102260811993537,0.0,0.7142857142857143,0.2711670480549199,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0
28,0.0,0.3333333333333333,1.0,0.2375,0.375,0.2222222222222222,0.5133418122566505,1.0,0.7142857142857143,0.2940503432494279,0.0,0.5,0.5,0.5,0.0,0.0,0.0,0.0,1.0,0.2857142857142857
29,1.0,1.0,0.0,0.225,0.0,0.0,0.01537917417160685,0.5,0.6428571428571429,0.6716247139588101,1.0,0.125,0.25,1.0,0.0,1.0,0.0,0.0,0.0,1.0
30,0.0,1.0,1.0,0.325,0.0,0.0,0.015411575213749284,1.0,0.7142857142857143,0.9084668192219679,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0
31,0.0,0.3333333333333333,1.0,0.5,0.0,0.0,0.05410739813385612,0.0,0.14285714285714285,0.9267734553775744,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0
32,1.0,0.3333333333333333,0.0,0.5625,0.125,0.0,0.2859895551532101,0.0,0.7857142857142857,0.8638443935926774,1.0,0.125,0.25,1.0,0.0,0.0,1.0,0.0,0.0,0.14285714285714285
33,1.0,1.0,0.0,0.225,0.0,0.0,0.015126992566498259,0.5,0.6428571428571429,0.32837528604118993,1.0,0.125,0.25,1.0,0.0,1.0,0.0,0.0,0.0,1.0
34,0.0,0.6666666666666666,1.0,0.825,0.0,0.0,0.020494635090094415,1.0,0.7142857142857143,0.9588100686498856,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0
35,0.0,0.3333333333333333,1.0,0.35,0.125,0.0,0.16038672010106,0.0,0.7142857142857143,0.5949656750572082,0.0,0.125,0.25,1.0,0.0,0.0,1.0,0.0,0.0,1.0
36,0.0,0.3333333333333333,1.0,0.525,0.125,0.0,0.10149724044618187,1.0,0.7142857142857143,0.39931350114416475,0.0,0.125,0.25,1.0,0.0,0.0,1.0,0.0,0.0,1.0
37,1.0,1.0,1.0,0.325,0.0,0.0,0.014110458666029575,0.0,0.7142857142857143,0.5549199084668193,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0
38,0.0,1.0,1.0,0.2625,0.0,0.0,0.015712553569072387,1.0,0.7142857142857143,0.14187643020594964,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0
39,0.0,1.0,0.0,0.225,0.25,0.0,0.03513366015444757,1.0,0.6428571428571429,0.9347826086956522,1.0,0.25,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
40,1.0,1.0,0.0,0.175,0.125,0.0,0.021942337075458514,0.0,0.6428571428571429,0.6510297482837528,1.0,0.25,0.5,1.0,0.0,0.0,1.0,0.0,0.0,1.0
41,0.0,1.0,0.0,0.5,0.125,0.0,0.018493968331299484,1.0,0.7857142857142857,0.009153318077803204,1.0,0.125,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
42,0.0,0.6666666666666666,0.0,0.3375,0.125,0.0,0.04098927018018883,1.0,0.7857142857142857,0.9256292906178489,1.0,0.125,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
43,0.0,1.0,1.0,0.325,0.0,0.0,0.015411575213749284,0.0,0.7142857142857143,0.4748283752860412,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0
44,1.0,0.6666666666666666,0.0,0.0375,0.125,0.2222222222222222,0.08115719346076702,0.0,0.6428571428571429,0.4897025171624714,1.0,0.375,0.5,0.6666666666666666,0.0,0.0,0.0,1.0,0.0,1.0
45,1.0,1.0,0.0,0.2375,0.0,0.0,0.01537917417160685,0.5,0.6428571428571429,0.2345537757437071,1.0,0.125,0.25,1.0,0.0,1.0,0.0,0.0,0.0,1.0
46,0.0,1.0,1.0,0.325,0.0,0.0,0.015712553569072387,1.0,0.7142857142857143,0.7745995423340961,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0
47,0.0,1.0,1.0,0.325,0.125,0.0,0.030253985132996517,0.5,0.7142857142857143,0.5034324942791762,0.0,0.125,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
48,1.0,1.0,0.0,0.225,0.0,0.0,0.015126992566498259,0.5,0.6428571428571429,0.6704805491990846,1.0,0.125,0.25,1.0,0.0,1.0,0.0,0.0,0.0,1.0
49,0.0,1.0,1.0,0.325,0.25,0.0,0.04231498029001666,0.0,0.7142857142857143,0.8077803203661327,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0
50,0.0,1.0,0.0,0.225,0.125,0.0,0.034743286152731485,1.0,0.7857142857142857,0.032036613272311214,1.0,0.125,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
51,0.0,1.0,1.0,0.0875,0.5,0.1111111111111111,0.07746484096553544,1.0,0.5714285714285714,0.6967963386727689,1.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
52,0.0,1.0,1.0,0.2625,0.0,0.0,0.01522458606692728,1.0,0.7142857142857143,0.6590389016018307,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0
53,1.0,0.3333333333333333,0.0,0.6125,0.125,0.0,0.1497654242623688,0.0,0.7857142857142857,0.36041189931350115,1.0,0.25,0.5,1.0,0.0,0.0,1.0,0.0,0.0,0.42857142857142855
54,1.0,0.6666666666666666,0.0,0.3625,0.125,0.0,0.050748620223090936,1.0,0.7857142857142857,0.2814645308924485,1.0,0.125,0.25,1.0,0.0,0.0,1.0,0.0,0.0,1.0
55,0.0,0.3333333333333333,1.0,0.8125,0.0,0.1111111111111111,0.1209753416358076,0.0,0.7142857142857143,0.6876430205949656,0.0,0.125,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.14285714285714285
56,1.0,0.3333333333333333,1.0,0.51875,0.0,0.0,0.06929138530460492,1.0,0.7142857142857143,0.9805491990846682,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.2857142857142857
57,1.0,0.6666666666666666,0.0,0.2625,0.0,0.0,0.020494635090094415,1.0,0.6428571428571429,0.7894736842105263,1.0,0.125,0.25,1.0,0.0,1.0,0.0,0.0,0.0,1.0
58,0.0,1.0,1.0,0.35625,0.0,0.0,0.014110458666029575,0.0,0.7142857142857143,0.6613272311212814,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0
59,1.0,0.6666666666666666,0.0,0.0625,0.125,0.2222222222222222,0.05416439273810667,1.0,0.6428571428571429,0.9565217391304348,1.0,0.375,0.5,0.6666666666666666,0.0,0.0,0.0,1.0,0.0,1.0
60,0.0,1.0,1.0,0.1375,0.625,0.2222222222222222,0.09154270340242172,1.0,0.5714285714285714,0.3340961098398169,1.0,0.75,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
61,0.0,1.0,1.0,0.275,0.0,0.0,0.014110458666029575,0.0,0.7142857142857143,0.8386727688787186,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0
62,1.0,0.3333333333333333,0.0,0.475,0.0,0.0,0.15614960068643363,1.0,0.6428571428571429,0.41304347826086957,1.0,0.125,0.25,1.0,0.0,1.0,0.0,0.0,0.0,0.14285714285714285
63,0.0,0.3333333333333333,1.0,0.5625,0.125,0.0,0.16293234896625058,1.0,0.7142857142857143,0.36270022883295194,0.0,0.125,0.25,1.0,0.0,0.0,1.0,0.0,0.0,0.2857142857142857
64,0.0,1.0,1.0,0.05,0.375,0.2222222222222222,0.05445717323939373,1.0,0.5714285714285714,0.8455377574370709,1.0,0.625,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
65,0.0,0.3333333333333333,1.0,0.51875,0.0,0.0,0.05410739813385612,0.0,0.7142857142857143,0.8752860411899314,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0
66,1.0,1.0,1.0,0.075,0.125,0.1111111111111111,0.029757819776815374,0.0,0.5714285714285714,0.6212814645308925,1.0,0.375,0.5,0.6666666666666666,0.0,0.0,0.0,1.0,0.0,1.0
67,1.0,0.6666666666666666,0.0,0.3625,0.0,0.0,0.020494635090094415,1.0,0.7857142857142857,0.6624713958810069,1.0,0.125,0.25,1.0,0.0,1.0,0.0,0.0,0.0,0.7142857142857143
68,0.0,1.0,1.0,0.2375,0.0,0.0,0.015923941091001644,1.0,0.7142857142857143,0.2036613272311213,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0
69,1.0,1.0,0.0,0.2125,0.5,0.2222222222222222,0.015468569817999833,1.0,0.6428571428571429,0.02402745995423341,1.0,1.0,0.25,0.125,0.0,0.0,0.0,0.0,1.0,1.0
70,0.0,1.0,1.0,0.325,0.25,0.0,0.016908073949327893,1.0,0.7142857142857143,0.4679633867276888,0.0,0.125,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
71,0.0,0.6666666666666666,1.0,0.4,0.0,0.0,0.020494635090094415,1.0,0.7142857142857143,0.4279176201372998,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0
72,0.0,1.0,0.0,0.2,0.625,0.2222222222222222,0.09154270340242172,1.0,0.6428571428571429,0.3340961098398169,1.0,0.75,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
73,0.0,0.6666666666666666,1.0,0.2625,0.0,0.0,0.1434624456306609,1.0,0.7142857142857143,0.40274599542334094,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0
74,0.0,1.0,1.0,0.325,0.125,0.0,0.028212719478023115,0.0,0.7142857142857143,0.17048054919908467,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0
75,1.0,1.0,1.0,0.4,0.0,0.0,0.11027245763075773,1.0,0.7142857142857143,0.08695652173913043,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0
76,0.0,1.0,1.0,0.3125,0.0,0.0,0.014931805565640218,1.0,0.7142857142857143,0.6098398169336384,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.7142857142857143
77,0.0,1.0,1.0,0.325,0.0,0.0,0.015411575213749284,1.0,0.7142857142857143,0.8672768878718535,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0
78,0.0,1.0,1.0,0.325,0.0,0.0,0.015712553569072387,1.0,0.7142857142857143,0.6235697940503433,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0
79,1.0,0.6666666666666666,1.0,0.010374999999999999,0.0,0.2222222222222222,0.056604230248832196,1.0,0.5714285714285714,0.13501144164759726,1.0,0.25,0.5,1.0,0.0,0.0,0.0,1.0,0.0,1.0
80,1.0,1.0,0.0,0.375,0.0,0.0,0.024349578357040744,1.0,0.6428571428571429,0.2482837528604119,1.0,0.125,0.25,1.0,0.0,1.0,0.0,0.0,0.0,1.0
81,0.0,1.0,1.0,0.275,0.0,0.0,0.017566830077223785,1.0,0.7142857142857143,0.9416475972540046,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0
82,1.0,1.0,1.0,0.3625,0.0,0.0,0.018542765081513996,1.0,0.7142857142857143,0.8237986270022883,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0
83,1.0,1.0,0.0,0.225,0.0,0.0,0.015200187691820024,0.5,0.6428571428571429,0.5778032036613272,1.0,0.125,0.25,1.0,0.0,1.0,0.0,0.0,0.0,1.0
84,0.0,0.3333333333333333,1.0,0.35,0.0,0.0,0.09193307740413781,1.0,0.7142857142857143,0.14874141876430205,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0
85,1.0,0.6666666666666666,0.0,0.2125,0.0,0.0,0.020494635090094415,1.0,0.6428571428571429,0.41418764302059496,1.0,0.125,0.25,1.0,0.0,1.0,0.0,0.0,0.0,1.0
86,1.0,1.0,0.0,0.4125,0.375,0.0,0.030937139635999665,1.0,0.7857142857142857,0.04919908466819222,1.0,0.125,0.25,1.0,0.0,0.0,0.0,1.0,0.0,1.0
87,0.0,1.0,1.0,0.2,0.125,0.3333333333333333,0.06709553154495196,1.0,0.7142857142857143,0.2917620137299771,0.0,0.375,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
88,0.0,1.0,1.0,0.325,0.0,0.0,0.015712553569072387,1.0,0.7142857142857143,0.8501144164759725,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0
89,1.0,0.3333333333333333,0.0,0.2875,0.375,0.2222222222222222,0.5133418122566505,1.0,0.6428571428571429,0.2940503432494279,1.0,0.5,0.5,0.5,0.0,0.0,0.0,0.0,1.0,0.2857142857142857
90,0.0,1.0,1.0,0.3,0.0,0.0,0.015712553569072387,1.0,0.7142857142857143,0.15560640732265446,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0
91,0.0,1.0,1.0,0.3625,0.0,0.0,0.015712553569072387,1.0,0.7142857142857143,0.16819221967963388,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0
92,0.0,1.0,1.0,0.25,0.0,0.0,0.015330377421392339,1.0,0.7142857142857143,0.02517162471395881,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0
93,0.0,0.3333333333333333,1.0,0.575,0.125,0.0,0.11940564777490723,1.0,0.7142857142857143,0.15675057208237986,0.0,0.125,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.5714285714285714
94,0.0,1.0,1.0,0.325,0.125,0.2222222222222222,0.04015972542654215,1.0,0.7142857142857143,0.22768878718535468,0.0,0.375,0.25,0.3333333333333333,0.0,0.0,0.0,1.0,0.0,1.0
95,0.0,1.0,1.0,0.7375,0.0,0.0,0.014151057562208049,1.0,0.7142857142857143,0.20137299771167047,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0
96,0.0,1.0,1.0,0.325,0.0,0.0,0.015712553569072387,1.0,0.7142857142857143,0.8283752860411899,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0
97,0.0,0.3333333333333333,1.0,0.8875,0.0,0.0,0.06764049365134761,0.0,0.7142857142857143,0.3306636155606407,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0
98,1.0,0.3333333333333333,1.0,0.2875,0.0,0.1111111111111111,0.12366716556464086,0.0,0.7142857142857143,0.33981693363844395,0.0,0.125,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.42857142857142855
99,1.0,0.6666666666666666,0.0,0.425,0.0,0.1111111111111111,0.04489301019734967,1.0,0.7857142857142857,0.2437070938215103,1.0,0.25,0.5,1.0,0.0,0.0,1.0,0.0,0.0,1.0
100,0.0,0.6666666666666666,1.0,0.425,0.125,0.0,0.050748620223090936,1.0,0.7142857142857143,0.4473684210526316,0.0,0.125,0.25,1.0,0.0,0.0,1.0,0.0,0.0,1.0
101,0.0,1.0,0.0,0.35,0.0,0.0,0.015411575213749284,1.0,0.6428571428571429,0.7288329519450801,1.0,0.125,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
102,0.0,1.0,1.0,0.325,0.0,0.0,0.015411575213749284,1.0,0.7142857142857143,0.7299771167048055,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0
103,0.0,0.3333333333333333,1.0,0.2625,0.0,0.1111111111111111,0.15085515328815924,1.0,0.7142857142857143,0.9610983981693364,0.0,0.125,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.42857142857142855
104,0.0,1.0,1.0,0.4125,0.0,0.0,0.016891873428256675,1.0,0.7142857142857143,0.43478260869565216,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0
105,0.0,1.0,1.0,0.4625,0.25,0.0,0.015468569817999833,1.0,0.7142857142857143,0.34439359267734554,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0
106,0.0,1.0,1.0,0.35,0.0,0.0,0.015411575213749284,1.0,0.7142857142857143,0.6041189931350115,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0
107,1.0,1.0,0.0,0.2625,0.0,0.0,0.014931805565640218,1.0,0.6428571428571429,0.8043478260869565,1.0,0.125,0.25,1.0,0.0,1.0,0.0,0.0,0.0,1.0
108,1.0,1.0,1.0,0.325,0.0,0.0,0.015175789316712771,1.0,0.7142857142857143,0.620137299771167,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0
109,0.0,1.0,1.0,0.475,0.0,0.0,0.015411575213749284,1.0,0.7142857142857143,0.7528604118993135,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0
110,1.0,1.0,0.0,0.225,0.125,0.0,0.04713766070721715,0.5,0.6428571428571429,0.6155606407322655,1.0,0.125,0.25,1.0,0.0,0.0,1.0,0.0,0.0,1.0
111,0.0,0.3333333333333333,1.0,0.5875,0.0,0.0,0.10149724044618187,1.0,0.7142857142857143,0.7425629290617849,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.2857142857142857
112,0.0,1.0,0.0,0.18125,0.125,0.0,0.028212719478023115,0.0,0.6428571428571429,0.9897025171624714,1.0,0.25,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
113,0.0,1.0,1.0,0.275,0.0,0.0,0.015712553569072387,1.0,0.7142857142857143,0.06521739130434782,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0
114,0.0,1.0,0.0,0.25,0.125,0.0,0.019177122834302632,1.0,0.6428571428571429,0.4439359267734554,1.0,0.25,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
115,0.0,1.0,0.0,0.2125,0.0,0.0,0.028220722145058292,0.0,0.6428571428571429,0.043478260869565216,1.0,0.125,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
116,0.0,1.0,1.0,0.2625,0.0,0.0,0.015468569817999833,1.0,0.7142857142857143,0.7151029748283753,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0
117,0.0,1.0,1.0,0.88125,0.0,0.0,0.015126992566498259,0.5,0.7142857142857143,0.19107551487414187,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0
118,0.0,0.6666666666666666,1.0,0.3625,0.125,0.0,0.04098927018018883,1.0,0.7142857142857143,0.9256292906178489,0.0,0.125,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
119,0.0,0.3333333333333333,1.0,0.3,0.0,0.1111111111111111,0.4831284260198326,0.0,0.7142857142857143,0.06864988558352403,0.0,0.125,0.25,1.0,0.0,0.0,1.0,0.0,0.0,0.14285714285714285
120,0.0,1.0,0.0,0.025,0.5,0.2222222222222222,0.06104473451835265,1.0,0.6428571428571429,0.02402745995423341,1.0,1.0,0.25,0.125,0.0,0.0,0.0,0.0,1.0,1.0
121,0.0,0.6666666666666666,1.0,0.2625,0.25,0.0,0.1434624456306609,1.0,0.7142857142857143,0.38558352402745993,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0
122,0.0,1.0,1.0,0.325,0.0,0.0,0.015712553569072387,1.0,0.7142857142857143,0.61441647597254,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0
123,0.0,0.6666666666666666,1.0,0.40625,0.125,0.0,0.058694292654020104,0.0,0.7142857142857143,0.6395881006864989,0.0,0.125,0.25,1.0,0.0,0.0,1.0,0.0,0.0,1.0
124,1.0,0.6666666666666666,0.0,0.40625,0.0,0.0,0.025374310111545468,1.0,0.6428571428571429,0.9508009153318078,1.0,0.125,0.25,1.0,0.0,1.0,0.0,0.0,0.0,0.5714285714285714
125,0.0,0.3333333333333333,1.0,0.675,0.0,0.1111111111111111,0.15085515328815924,1.0,0.7142857142857143,0.9610983981693364,0.0,0.125,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.42857142857142855
126,1.0,1.0,1.0,0.15,0.125,0.0,0.021942337075458514,0.0,0.5714285714285714,0.6510297482837528,1.0,0.25,0.5,1.0,0.0,0.0,1.0,0.0,0.0,1.0
127,0.0,1.0,1.0,0.325,0.0,0.0,0.015126992566498259,0.5,0.7142857142857143,0.5846681922196796,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0
128,1.0,1.0,1.0,0.3,0.0,0.0,0.01393967004027879,1.0,0.7142857142857143,0.5446224256292906,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0
129,1.0,1.0,0.0,0.225,0.125,0.1111111111111111,0.04364049521284361,0.0,0.6428571428571429,0.7254004576659039,1.0,0.375,0.5,0.6666666666666666,0.0,0.0,0.0,1.0,0.0,0.7142857142857143
130,0.0,1.0,1.0,0.5625,0.0,0.0,0.013614293309848433,1.0,0.7142857142857143,0.2665903890160183,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0
131,0.0,1.0,1.0,0.4125,0.0,0.0,0.015411575213749284,0.0,0.7142857142857143,0.2528604118993135,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0
132,0.0,1.0,1.0,0.25,0.0,0.0,0.013760683560491965,1.0,0.7142857142857143,0.17620137299771166,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0
133,0.0,1.0,0.0,0.5875,0.125,0.0,0.028302115124416098,1.0,0.7857142857142857,0.7723112128146453,1.0,0.125,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
134,1.0,0.6666666666666666,0.0,0.3625,0.125,0.0,0.050748620223090936,1.0,0.7857142857142857,0.9530892448512586,1.0,0.125,0.25,1.0,0.0,0.0,1.0,0.0,0.0,1.0
135,0.0,0.6666666666666666,1.0,0.3125,0.0,0.0,0.025374310111545468,1.0,0.7142857142857143,0.8581235697940504,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0
